	Score_Control	miRsControl	DEmiRNAcontrolPercentage	Score_Case	miRsCase	DEmiRNAcasePercentage	TS_Genes	TSgenesPercentage	Module
DE in both: 	3.057	hsa-miR-130b-3p is not DE, hsa-miR-148b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130b-3p is not DE, hsa-miR-148b-3p is UP, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	50.00	['3', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-130b-3p', 'hsa-miR-148b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
DE in both: 	3.057	hsa-miR-148b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-148b-3p is UP, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	20.00	['3', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-148b-3p', 'hsa-miR-526b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
DE in both: 	3.000	hsa-miR-365a-3p is not DE, hsa-miR-365b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-365a-3p is not DE, hsa-miR-365b-3p is DOWN, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	MYLIP	40.00	['4', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-365a-3p', 'hsa-miR-365b-3p', 'POLR1B', 'NUFIP2', 'BTF3L4', 'MYLIP']
DE in both: 	4.929	hsa-miR-18a-3p is DOWN, hsa-miR-324-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	2.929	hsa-miR-18a-3p is DOWN, hsa-miR-324-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	CCDC71L	18.18	['5', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-18a-3p', 'hsa-miR-324-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'PTPN4']
DE in both: 	4.802	hsa-miR-18a-3p is DOWN, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	50.00	2.802	hsa-miR-18a-3p is DOWN, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	CCDC71L	18.18	['7', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-18a-3p', 'hsa-miR-526b-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'ANKRD33B', 'HMGB1', 'PTPN4']
DE in both: 	5.057	hsa-miR-18a-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	3.057	hsa-miR-18a-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	CCDC71L	18.18	['3', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-18a-3p', 'hsa-miR-519b-3p', 'CCDC71L', 'ANKRD33B', 'PTPN4']
DE in both: 	3.604	hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-539-5p is not DE, hsa-miR-93-5p is not DE	25.00	3.604	hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-539-5p is UP, hsa-miR-93-5p is not DE	25.00	CCDC71L,LDLR	28.57	['7', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-539-5p', 'ZMYM1', 'PCLAF', 'CCDC71L', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR']
DE in both: 	6.000	hsa-miR-4428 is UP, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	50.00	4.000	hsa-miR-4428 is UP, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	LDLR,MIDN	50.00	['4', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-4428', 'WAC', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	5.858	hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is UP, hsa-miR-93-5p is not DE	50.00	3.858	hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-6739-5p is DOWN, hsa-miR-93-5p is not DE	25.00	ACVR1B,CCND1	40.00	['5', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-6739-5p', 'ACVR1B', 'WAC', 'ZBTB33', 'LASP1', 'CCND1']
DE in both: 	5.057	hsa-miR-323a-3p is DOWN, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	50.00	3.057	hsa-miR-323a-3p is DOWN, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	MYLIP	40.00	['3', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-323a-3p', 'TNFRSF10B', 'TXNIP', 'MYLIP']
DE in both: 	3.000	hsa-miR-365b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-365b-3p is DOWN, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	MYLIP	40.00	['4', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-365b-3p', 'POLR1B', 'NUFIP2', 'BTF3L4', 'MYLIP']
DE in both: 	3.057	hsa-miR-3910 is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-3910 is UP, hsa-miR-519d-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	MYLIP	50.00	['3', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-526b-3p', 'hsa-miR-3910', 'ICMT', 'ARHGAP1', 'MYLIP']
DE in both: 	3.723	hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-539-5p is not DE, hsa-miR-93-5p is not DE	25.00	3.723	hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-539-5p is UP, hsa-miR-93-5p is not DE	25.00	CCDC71L,LDLR	33.33	['6', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-519b-3p', 'hsa-miR-539-5p', 'PCLAF', 'CCDC71L', 'LAMTOR1', 'NUFIP2', 'ENPP5', 'LDLR']
DE in both: 	6.113	hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is DOWN, hsa-miR-93-5p is not DE	50.00	4.113	hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-519d-3p is not DE, hsa-miR-93-5p is not DE	25.00	LDLR,MIDN	66.67	['3', 'hsa-miR-93-5p', 'hsa-miR-519d-3p', 'hsa-miR-519b-3p', 'hsa-miR-4428', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	50.00	['3', 'hsa-miR-93-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'CAPRIN2', 'NFIB', 'TGFBR2']
DE in both: 	2.802	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-93-5p is not DE	25.00	2.802	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	50.00	['7', 'hsa-miR-93-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	2.802	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-372-3p is not DE, hsa-miR-93-5p is not DE	25.00	2.802	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-372-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	50.00	['7', 'hsa-miR-93-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-372-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-372-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	50.00	['3', 'hsa-miR-93-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-142-5p', 'ZFYVE26', 'CAPRIN2', 'TGFBR2']
DE in both: 	2.802	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	2.802	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	50.00	['7', 'hsa-miR-93-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-372-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	50.00	['3', 'hsa-miR-93-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-519b-3p', 'CAPRIN2', 'NFIB', 'TGFBR2']
DE in both: 	4.113	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-224-5p is not DE, hsa-miR-93-5p is not DE	25.00	4.113	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-224-5p is not DE, hsa-miR-93-5p is not DE	25.00	QKI,SMAD4	66.67	['3', 'hsa-miR-93-5p', 'hsa-miR-224-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'QKI', 'TXNIP', 'SMAD4']
DE in both: 	4.113	hsa-miR-130a-3p is UP, hsa-miR-224-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	4.113	hsa-miR-130a-3p is UP, hsa-miR-224-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	QKI,SMAD4	66.67	['3', 'hsa-miR-93-5p', 'hsa-miR-224-5p', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'QKI', 'TXNIP', 'SMAD4']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	75.00	['3', 'hsa-miR-93-5p', 'hsa-miR-34c-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'RRAGD', 'ARHGAP1', 'CNOT4']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-449a is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-449a is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	75.00	['4', 'hsa-miR-93-5p', 'hsa-miR-34c-5p', 'hsa-miR-130a-3p', 'hsa-miR-449a', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-34c-5p is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-34c-5p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	75.00	['4', 'hsa-miR-93-5p', 'hsa-miR-34c-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	75.00	['4', 'hsa-miR-93-5p', 'hsa-miR-34c-5p', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	75.00	['3', 'hsa-miR-93-5p', 'hsa-miR-34c-5p', 'hsa-miR-130a-3p', 'hsa-miR-519b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-373-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-373-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	40.00	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-373-3p', 'CAPRIN2', 'NFIB', 'TGFBR2']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-520h is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-520h is not DE, hsa-miR-93-5p is not DE	25.00	LDLR	40.00	['4', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-520h', 'FOXQ1', 'WASL', 'PTPN4', 'LDLR']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-449a is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-449a is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	40.00	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-449a', 'RRAGD', 'ARHGAP1', 'CNOT4']
DE in both: 	4.352	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	4.352	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-25-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-25-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-25-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-92b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-92b-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-92b-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-363-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-363-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-363-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.604	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.604	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	HSPA8,TGFBR2	28.57	['7', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-142-5p', 'RPF2', 'LZIC', 'MAPK1', 'HSPA8', 'CAPRIN2', 'PTPN4', 'TGFBR2']
DE in both: 	4.352	hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	4.352	hsa-miR-130a-3p is UP, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	4.352	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	4.352	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE, hsa-miR-93-5p is not DE	25.00	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	2.802	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-93-5p is not DE	25.00	2.802	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	21.95	['7', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'hsa-miR-130b-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-373-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-373-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'hsa-miR-142-5p', 'ZFYVE26', 'CAPRIN2', 'TGFBR2']
DE in both: 	2.802	hsa-miR-130a-3p is UP, hsa-miR-373-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	2.802	hsa-miR-130a-3p is UP, hsa-miR-373-3p is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	21.95	['7', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'hsa-miR-526b-3p', 'ZNF12', 'ZFYVE26', 'TNFRSF10B', 'CAPRIN2', 'NFIB', 'TXNIP', 'TGFBR2']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-373-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-373-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	TGFBR2	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'hsa-miR-519b-3p', 'CAPRIN2', 'NFIB', 'TGFBR2']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-520h is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-520h is not DE, hsa-miR-93-5p is not DE	25.00	LDLR	21.95	['4', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-520h', 'hsa-miR-130b-3p', 'FOXQ1', 'WASL', 'PTPN4', 'LDLR']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-520h is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-520h is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	LDLR	21.95	['4', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-520h', 'hsa-miR-526b-3p', 'FOXQ1', 'WASL', 'PTPN4', 'LDLR']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-520h is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-520h is not DE, hsa-miR-93-5p is not DE	25.00	LDLR	21.95	['4', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-520h', 'hsa-miR-519b-3p', 'FOXQ1', 'WASL', 'PTPN4', 'LDLR']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-449a is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-449a is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	21.95	['4', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-449a', 'hsa-miR-130b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	3.000	hsa-miR-130a-3p is UP, hsa-miR-449a is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.000	hsa-miR-130a-3p is UP, hsa-miR-449a is not DE, hsa-miR-526b-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	21.95	['4', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-449a', 'hsa-miR-526b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-449a is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-449a is not DE, hsa-miR-519b-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-449a', 'hsa-miR-519b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-25-3p is not DE, hsa-miR-93-5p is not DE	25.00	3.057	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-25-3p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'hsa-miR-25-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.057	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-148b-3p is not DE, hsa-miR-93-5p is not DE	25.00	5.057	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-148b-3p is UP, hsa-miR-93-5p is not DE	50.00	CNOT4	21.95	['3', 'hsa-miR-93-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'hsa-miR-148b-3p', 'ZFYVE26', 'CNOT4', 'TXNIP']
